Frequency (Hz),Trace 1 (dBV),Phase (deg),Trace 2 (dBV),Phase (deg)
0,2.515807373473862,0,-22.85331984212058,0
5.627953550023052,2.186534120014042,0.2750166646712185,-23.16480796909704,0.2495821941985477
11.2559071000461,-1.238040901711739,2.292805591376564,-26.65502108577777,0.9301464590168455
16.88386065006916,-10.65919651171704,8.164380030787303,-36.93632428643214,2.922599813122792
22.51181420009221,-23.17272648993572,31.87900778363603,-56.2322307514286,20.28939658731976
28.13976775011526,-24.51945925803444,57.52193761617643,-61.70618659613334,35.68824776166785
33.76772130013831,-26.47835523702692,63.31741065905622,-61.64798388982977,17.48956863339601
39.39567485016136,-34.19516698278053,121.8945257187667,-66.03275370008535,13.31453377049766
45.02362840018441,-28.85128810553539,163.3144728894102,-71.65187408172217,33.10632774976798
50.65158195020746,-29.34541682115549,164.7609064841215,-85.12972950609402,56.51858774982689
56.27953550023052,-31.98195654973331,157.7426205848979,-70.75465793464352,18.07926007178535
61.90748905025357,-35.28352224373691,68.32331325172581,-68.25603993772486,45.96619318871767
67.53544260027662,-29.41612317609743,13.27167421679895,-65.11519841883592,69.91238050401638
73.16339615029968,-29.85306222717925,154.805301471031,-63.75009867020074,56.62819182961861
78.79134970032273,-27.73767454772799,105.3750249484056,-64.15232245854568,27.37562399115732
84.41930325034578,-24.35454899167518,65.11137928539532,-61.68639236154976,167.2238396709284
90.04725680036883,-22.94602166181105,31.55496183364882,-58.65847149455706,135.707209218226
95.67521035039188,-23.73221929372321,9.133884181236262,-58.30930618781249,114.2061959016059
101.3031639004149,-23.80430711383669,174.9332814940396,-59.80907786303927,101.2210002896237
106.931117450438,-22.71128781575363,154.6816635613191,-59.99127266005873,79.88533735234122
112.559071000461,-22.59003493803676,131.5230268039008,-59.70902460151845,47.41311295839016
118.1870245504841,-23.3657399904382,126.2896806369245,-61.05471320182591,27.8354566595236
123.8149781005071,-24.35467296962536,134.7712245903091,-65.00039180402231,40.13113774838979
129.4429316505302,-28.24851911606313,135.2965082466315,-74.79887471499403,57.04866144985314
135.0708852005532,-47.38113634742085,131.3044550952406,-68.4612466953071,33.90018374414167
140.6988387505763,-31.46566766356684,143.5291998724464,-61.59364704285152,35.35254142306992
146.3267923005994,-26.29507713273608,158.0874112759431,-60.58896353763649,52.9212775810704
151.9547458506224,-24.5961591287738,178.7541684016963,-61.67829654457278,87.51939804367991
157.5826994006455,-22.96067266438327,19.12322603809542,-60.06785154325421,135.1036930041396
163.2106529506685,-22.24189863660621,32.4463731655221,-56.87657073110712,163.7511747003561
168.8386065006916,-22.89334370064762,43.94769015042338,-55.60675046361074,179.2609668779085
174.4665600507146,-25.52614384510441,55.6614217548778,-56.49647126354705,16.66781235217822
180.0945136007377,-30.24310908627644,101.2272686384174,-57.28673377972314,47.257083782357
185.7224671507607,-28.45279988318043,149.8220460640068,-58.22503248783597,66.53645934702517
191.3504207007838,-29.14330452650763,178.4824683478616,-63.63391941536329,84.94081691388944
196.9783742508068,-28.72686621298674,15.03110058931533,-69.82775414491712,121.7675686542922
202.6063278008299,-28.98367674697435,172.4983953747863,-73.61453259551618,77.82699729278988
208.2342813508529,-30.24046062475806,137.8698915405026,-70.0426183027251,36.90121667730644
213.862234900876,-28.53173681261708,118.6308642935526,-65.2191641582226,47.42434963876939
219.490188450899,-24.55268140151918,112.2351607541604,-58.62272125383945,52.19960800850028
225.1181420009221,-23.75872615156955,103.667282739443,-57.02254146876413,51.64365453702649
230.7460955509451,-28.11614249189157,103.3635164502428,-60.07494063647365,66.10320315187292
236.3740491009682,-35.08546280373466,151.2363239340384,-60.68120377585137,102.1561137212111
242.0020026509912,-31.66514328900304,33.85423457628961,-59.7155740052106,119.1408285600408
247.6299562010143,-27.87074635666819,54.70278680153108,-60.87547391822227,130.2807946742139
253.2579097510373,-28.27327591136093,60.94760439985956,-64.60481540608218,135.8724070774324
258.8858633010604,-31.85312582222441,79.71607457841652,-73.89105180805332,5.255636565512927
264.5138168510834,-34.37381842857289,132.4083016053433,-63.76980671396029,84.02894843343536
270.1417704011065,-32.48980989616219,168.2663776291369,-58.61558168091573,81.92817160661804
275.7697239511295,-34.15071730786147,169.6205928329567,-58.69618203791246,70.68081476406745
281.3976775011526,-39.53406270132109,176.454825056508,-62.17321554066078,66.55871075310671
287.0256310511757,-50.98059539616854,102.4995471041335,-73.70217863574203,29.76636822331938
292.6535846011987,-33.74361151175193,143.4273753387699,-60.72459498503606,74.81866670488532
298.2815381512218,-27.22524068660543,119.5537540774875,-53.95351883948734,44.45215524892151
303.9094917012448,-24.2668536460729,104.9281849064444,-51.43026929325735,29.05922269075742
309.5374452512679,-23.76711020977471,95.34388576627565,-51.45537491992304,19.68894709999242
315.1653988012909,-24.79499768046703,85.52344732782522,-52.69460965153839,6.015070529945136
320.793352351314,-31.04345528244639,76.1474566442372,-59.31032049135247,173.1208705840069
326.421305901337,-38.43791772926826,115.7711561976833,-64.38958820528812,38.31009905881781
332.0492594513601,-30.82291864276131,97.16437207126931,-57.90668900349746,33.12275729058803
337.6772130013831,-30.21077502003754,89.47665206434283,-56.49206331682817,32.35136070105739
343.3051665514062,-33.15187386763309,95.71394226300448,-56.07221469307216,48.84728421408904
348.9331201014292,-39.93754227019208,169.3755411929428,-55.44248633443769,82.86574697669009
354.5610736514523,-34.8966073181589,32.24623427725819,-55.26231654801079,92.3525082993538
360.1890272014753,-32.45166041515802,20.84774937282749,-54.83381270894508,85.51744862820952
365.8169807514984,-33.46158354034684,21.88517865459856,-58.15860593083027,87.99533330777042
371.4449343015214,-37.70415512668943,85.24506249581238,-61.11184748230863,37.20500439915433
377.0728878515445,-33.40672246826993,126.1525959589495,-52.64057354799043,51.4673915888887
382.7008414015675,-33.03320435455089,133.0654223043544,-52.32973485700818,52.39587243185647
388.3287949515906,-32.24697291331524,102.0136488692551,-53.71039764538386,21.91148523120218
393.9567485016136,-27.49346740725912,48.16178459420347,-49.42364480431019,131.9620148317025
399.5847020516367,-23.24854007188872,14.38427698429067,-43.82489583110758,97.24096654827302
405.2126556016597,-21.86709247780567,1.477490378089944,-41.95659693920777,86.5811766194148
410.8406091516828,-22.15665235035687,0.07344900380699151,-41.66153989772974,86.85152375514548
416.4685627017058,-23.65666311479997,168.7012056152324,-42.59720096028619,78.18000094461034
422.0965162517289,-27.05264281438461,129.590962474794,-46.19115259912516,40.12775994688392
427.7244698017519,-27.43654414933711,89.80062474434148,-45.8573688087091,177.9043350810601
433.352423351775,-27.18287470331052,80.88572453067597,-44.62731187565027,170.8772639331992
438.980376901798,-27.05167778148031,73.25281252279325,-44.3018861426933,164.0866409755332
444.6083304518211,-29.01744108413915,70.19626587506606,-46.71118857223561,158.3506656735444
450.2362840018441,-33.48074717549632,67.66754696705495,-51.89084553884222,132.7911806794112
455.8642375518672,-35.47386630729991,28.84310228878051,-48.20627322448441,71.67352371418896
461.4921911018902,-32.39680058418276,1.910067123152368,-43.5701802500753,55.6432840058777
467.1201446519133,-28.88833808847081,170.6221436807207,-40.07252317573895,49.02312104194923
472.7480982019363,-25.93700914605494,157.9226954036934,-37.2025324970454,37.63151619424099
478.3760517519594,-25.6694129128395,142.01025597375,-36.88803254195372,18.37301996054396
484.0040053019824,-28.62437551213577,123.7214368175521,-41.65868663105192,176.3847235027949
489.6319588520055,-35.82074038998617,74.94153216722249,-45.55405366504046,33.27555480808497
495.2599124020285,-31.4704005627858,7.190049845489355,-36.01881174202735,26.10962650431247
500.8878659520516,-29.04753384107995,5.150342275741027,-33.24897521649789,43.76693645954284
506.5158195020746,-30.57101526373257,12.82782606256577,-32.82660673799868,60.39629365255854
512.1437730520977,-36.50989230525,32.25457065170534,-35.64251803622627,92.37057309902785
517.7717266021208,-37.4600964025422,101.7086111365023,-34.88564687773788,136.1904713519215
523.3996801521438,-36.8207958672056,106.5471033752335,-36.46428556890838,146.3694364709658
529.0276337021669,-66.54999194098204,46.09202648027306,-43.38103496124361,175.2873446430381
534.6555872521899,-44.30312759117864,146.7583084172988,-49.1210103429289,61.16476190652046
540.283540802213,-37.73932273704177,29.7320114081515,-49.04858458791166,166.7008711122039
545.911494352236,-35.54907590125724,41.91061762721153,-47.49005581870253,10.0799236922638
551.5394479022591,-30.61122811042012,57.38709011579279,-43.16388836208358,3.46779469146627
557.1674014522821,-27.15447212481952,67.84904774174908,-39.23450805544414,6.554077516074299
562.7953550023052,-26.24429205489967,79.5782083633398,-38.30463994238065,15.90393025190194
568.4233085523282,-25.10871516012702,82.1607736306006,-37.44948259359941,15.8792087004586
574.0512621023513,-25.97982319970253,79.02987072491908,-38.83755678152105,12.55389809342582
579.6792156523743,-28.78144651829119,74.2610015600511,-42.32519021642482,8.712031530917868
585.3071692023974,-34.10563880532091,55.4146127115753,-46.86238114688113,171.5525902902348
590.9351227524204,-40.46338083007374,159.7097469801996,-53.36704282205901,137.4513044481281
596.5630763024435,-37.24549093515675,114.348887585892,-60.53714966771547,82.07411555716959
602.1910298524665,-30.92001168402226,95.52998955104952,-50.13973413778622,18.71711594704435
607.8189834024896,-26.75149442083735,75.4570427163659,-44.83673335430105,0.4176726477042975
613.4469369525126,-26.06873899735044,52.48260657189234,-44.10985145387006,158.4082842476797
619.0748905025357,-25.35170933908873,31.27491147588519,-43.43601122402398,138.4612739798334
624.7028440525587,-23.57247268317548,23.83277725537396,-41.51536945229876,127.8224245488059
630.3307976025818,-25.03732980951678,25.0824513579189,-42.222555412556,124.4267786399198
635.9587511526048,-31.74153975552705,40.62626099906957,-47.63384896286875,125.7624862249557
641.5867047026279,-31.70403790695751,117.1485264645603,-54.77666298229423,2.842716041393655
647.2146582526509,-26.2211166589487,133.7039747573236,-49.60492686344026,51.2923323386232
652.842611802674,-26.56468070488059,128.1038488235033,-50.70332291274158,56.94769823306503
658.470565352697,-29.64214245983226,96.99786138823993,-58.11417916485368,19.42614738173383
664.0985189027201,-28.17454863257672,55.21345538532944,-53.28075010604039,131.3402382275356
669.7264724527431,-25.29248088335306,36.72234139818676,-48.7843671170132,121.9533600264822
675.3544260027662,-24.03512289931055,27.29493584512995,-47.13836816200057,118.5496786530692
680.9823795527892,-23.80367350234206,30.35399313021889,-46.47442673898688,124.3309663009209
686.6103331028123,-24.16047512027557,43.86925203107503,-46.21858118897801,139.4707475071341
692.2382866528353,-25.5213064803835,51.25746021069751,-46.93746139015691,145.9494277268744
697.8662402028584,-27.21800584123837,45.87285621554804,-47.77896280137669,137.2170015198473
703.4941937528814,-29.00307663606917,17.82154003417595,-48.81674964905349,115.5016424917931
709.1221473029045,-27.39006459888326,153.4458238841275,-48.88863736705767,81.12484719979369
714.7501008529275,-24.66194675155377,139.0908689096038,-47.27559021069828,63.70684002435222
720.3780544029506,-23.54750205904864,137.2228196030596,-46.49450709436172,55.57675552448799
726.0060079529737,-24.71645459456939,136.8540321206812,-47.66149038516143,47.34685612353559
731.6339615029967,-29.64105991044441,146.6555491580291,-51.99158591146717,45.11815195624823
737.2619150530198,-37.97940675776774,17.87372653931738,-62.0977052859706,44.91319099536403
742.8898686030428,-39.27577200199415,88.28682976056169,-66.90870523417642,71.48034634028593
748.5178221530659,-38.85276847409833,173.3754754977993,-58.94464613357336,86.76160361914042
754.1457757030889,-29.62804840461565,41.1505954706772,-54.00183585766902,116.2770502041484
759.773729253112,-26.41874386068096,54.90049505604496,-51.90984049508585,131.4492926099822
765.401682803135,-27.48325569493673,64.66297530554736,-53.33620306442743,145.8238428307525
771.0296363531581,-31.44057245694447,73.07679468768588,-57.59704190318017,161.0476278859184
776.6575899031811,-55.59072812001824,20.55221150502942,-75.5767526608506,115.5066122576097
782.2855434532042,-30.99919168875158,62.81808738823842,-56.71460898667721,145.1201438673045
787.9134970032272,-28.95184173060971,72.08042922868815,-55.05802774231653,153.4548664574143
793.5414505532503,-31.48448866798086,85.28950776254253,-58.99884216007764,166.5792020903146
799.1694041032733,-43.31424745174789,129.6001559514623,-63.50980539845105,20.29666829164461
804.7973576532964,-28.74485325525732,92.89482408350868,-53.47821725174082,178.004325587246
810.4253112033194,-27.71667259203906,83.55481424625991,-52.56796708922327,167.1251451873434
816.0532647533425,-29.58786070645099,78.05839606143661,-53.71535821478246,160.3728814143521
821.6812183033655,-32.70443605951542,47.21406367413621,-55.58546985940191,135.63230333031
827.3091718533886,-30.32609942369461,164.7541739937331,-54.889490102099,82.29793992343818
832.9371254034116,-29.28087756044603,159.1736412670726,-53.77245893445466,67.2494431760725
838.5650789534347,-29.99339227331831,17.22842655252388,-54.60429893719273,87.07810710518686
844.1930325034577,-28.3720165800458,48.03072718713479,-55.03646988405505,108.1039713246915
849.8209860534809,-27.36730262851092,79.40303383475361,-56.29631620332484,150.0329610070387
855.4489396035038,-26.82384276352244,83.98576044642228,-54.33466866344705,169.9738049328703
861.076893153527,-26.7245647001125,56.03489053786164,-53.36674226304459,154.5925219241461
866.7048467035499,-25.22203924518809,42.70986344289337,-51.86703582033932,148.4286195375328
872.3328002535731,-24.47623017448242,41.58137644858621,-50.97850856886296,143.2008923246481
877.960753803596,-24.75088529233206,37.55330689275691,-50.93867906657579,130.5184392811923
883.5887073536192,-28.22215846154755,44.53365246811395,-53.04650010924632,127.1421397405429
889.2166609036422,-34.25895032269675,82.10851039302116,-57.86890224319389,130.605476237132
894.8446144536653,-42.09552415464792,64.5980601877348,-61.74869106049614,98.37437393235719
900.4725680036883,-33.14781472869838,144.7307287848472,-58.02909595855269,54.12812225619501
906.1005215537114,-27.51064354960536,141.18367501594,-54.99315546319961,45.53473474437128
911.7284751037344,-25.45858496811508,157.8740797810896,-54.74074796852194,55.46014966181801
917.3564286537575,-25.16735716769971,166.6135206962707,-55.54993263975796,62.99237596806497
922.9843822037805,-26.23001254581421,165.3840247350822,-56.61757456631982,61.00871414823652
928.6123357538036,-27.78364526040943,171.4190659515815,-58.67367092874507,65.24617077346569
934.2402893038266,-30.68856859576587,178.4562484767246,-62.2618089900955,79.72700005303751
939.8682428538497,-35.85270923259606,7.63480466430047,-66.89498489666472,117.6984063699148
945.4961964038727,-36.40353869601159,54.45731783752325,-61.97601704842953,172.2164452678435
951.1241499538958,-32.63220065827306,62.62367929232622,-57.63625895000759,173.3219860177182
956.7521035039188,-30.97124350460667,57.01667875384561,-57.29391788997744,157.584493423762
962.3800570539419,-31.85823924038658,56.80797670107729,-58.99400415315369,137.6764790166151
968.0080106039649,-37.01450827226756,53.85570208538549,-61.51632472753791,111.2970613195982
973.635964153988,-36.06548011616911,85.16402612031492,-62.37605725371628,105.9089317373574
979.263917704011,-29.19573729316255,109.0648345943442,-63.45605849434033,163.8310820433607
984.8918712540341,-26.25539972378205,113.4302538504047,-58.63760150226931,21.8507563744355
990.5198248040571,-25.3318592888627,99.7970654148651,-57.06614402750289,17.65438512064806
996.1477783540802,-25.92997876817218,87.58673503405478,-57.68537891006562,14.45799492367488
1001.775731904103,-28.76362174815093,86.92499475287069,-60.0404912248205,19.43749491635335
1007.403685454126,-34.32873108323985,82.60087695478693,-65.64568711697727,19.49207602980185
1013.031639004149,-42.89962735976375,71.8397280857355,-72.04637360034245,121.0885202640046
1018.659592554172,-28.28218395672415,63.39759027214883,-61.10849911757983,144.7988410273357
1024.287546104195,-24.93962939372307,66.70964932811589,-57.95445228247097,154.551476768029
1029.915499654218,-23.52308708766668,74.02704556936808,-56.20309849340877,165.7160750066401
1035.543453204242,-22.82144063654007,78.90592821388123,-55.17629429922571,172.9011861150423
1041.171406754265,-24.96782655760153,84.04517824477304,-56.26247632876974,4.497945193416901
1046.799360304288,-31.0590387440977,91.43733799978956,-58.93940676545263,22.67399143066264
1052.427313854311,-41.38835414665515,116.7800441728869,-60.45796416856859,41.82252266805578
1058.055267404334,-36.0555228578611,69.41556904802886,-61.83399400346512,72.8525420399187
1063.683220954357,-28.74981436613728,92.76053584894336,-63.6963698790366,141.3944341239908
1069.31117450438,-27.80428453601016,109.855923072434,-60.51040188963774,19.07096454963349
1074.939128054403,-30.05863531465488,123.6595782398334,-58.82537929884193,43.95384119317855
1080.567081604426,-31.70527685686534,161.0437749206653,-56.55409012303028,63.88478378734453
1086.195035154449,-28.2376173863489,20.99016260723042,-55.86518620870368,79.43661584872562
1091.822988704472,-26.73992891884477,42.23837588883107,-59.0929932503311,97.97472299528964
1097.450942254495,-26.77530149713213,52.66304476433091,-64.00432988851429,122.1293079553221
